rank,lat,lon,returns,dwell,nscen,d_fixed_m,fixed_class,d_radar_m,d_shore_m,d_aid_m,d_ownship_m,d_ais_m,in_coverage,in_moorarea,class
1585,42.365203,-71.046291,2,0.759,1,181.9,SLCONS,199.8,204.7,698.9,221.0,216.5,1,0,KEEP_INCOV_UNCHARTED
1586,42.367283,-71.049563,2,0.507,1,4.3,SLCONS,4.3,4.3,562.6,560.1,404.6,1,0,SUPPRESS_CHARTED
1587,42.365026,-71.055661,2,0.759,1,175.3,LNDMRK,175.3,386.4,934.8,653.7,599.3,1,0,KEEP_INCOV_UNCHARTED
1588,42.365234,-71.060526,2,0.759,1,131.1,BUISGL,131.1,211.6,1258.1,790.0,707.5,1,0,KEEP_INCOV_UNCHARTED
1589,42.373082,-71.058754,2,0.507,1,79.8,BUISGL,79.8,119.6,1085.0,418.0,385.3,1,0,UNKNOWN_INCOV
1590,42.372055,-71.055359,2,0.507,1,6.1,SLCONS,6.1,6.1,793.9,141.8,156.2,1,0,SUPPRESS_CHARTED
1591,42.374467,-71.047864,2,0.000,2,10.3,PONTON,10.3,109.1,376.1,187.0,731.6,1,0,SUPPRESS_CHARTED
1592,42.366820,-71.049913,2,0.507,1,11.0,SLCONS,11.0,11.0,621.5,540.8,430.2,1,0,SUPPRESS_CHARTED
1593,42.365239,-71.056323,2,0.695,1,191.7,LNDMRK,191.7,338.9,989.8,639.7,579.3,1,0,KEEP_INCOV_UNCHARTED
1594,42.365213,-71.061216,2,0.695,1,100.0,BUISGL,100.0,218.4,1304.4,827.6,743.7,1,0,KEEP_INCOV_UNCHARTED
1595,42.376032,-71.062943,2,0.508,1,181.1,LNDMRK,181.1,114.7,1435.4,891.5,860.7,0,0,UNKNOWN_OUTCOV
1596,42.374437,-71.054122,2,0.507,1,21.8,SLCONS,21.8,21.8,764.3,387.7,434.1,1,0,SUPPRESS_CHARTED
1597,42.374201,-71.051851,2,0.000,2,3.2,BUISGL,3.2,88.8,587.3,419.9,491.4,1,0,SUPPRESS_CHARTED
1598,42.374244,-71.051283,2,0.000,2,14.2,BUISGL,14.2,51.9,550.5,422.0,524.1,1,0,SUPPRESS_CHARTED
1599,42.365658,-71.049949,2,0.507,1,4.4,BUISGL,4.4,7.8,733.9,460.5,452.0,1,0,SUPPRESS_CHARTED
1600,42.368793,-71.057970,2,0.507,1,21.1,PILPNT,21.1,41.5,1049.1,356.5,269.8,1,0,SUPPRESS_CHARTED
1601,42.371701,-71.057726,2,0.507,1,19.4,BUISGL,19.4,46.9,986.1,269.5,222.7,1,0,SUPPRESS_CHARTED
1602,42.371901,-71.054947,2,0.507,1,9.7,SLCONS,9.7,9.7,758.9,111.6,144.1,1,0,SUPPRESS_CHARTED
1603,42.375342,-71.053004,2,0.507,1,12.1,BUISGL,12.1,38.0,736.4,502.0,557.9,0,0,SUPPRESS_CHARTED
1604,42.376252,-71.047856,2,0.000,2,17.3,PONTON,17.3,63.7,559.2,102.0,575.0,0,0,SUPPRESS_CHARTED
1605,42.377130,-71.046950,2,0.507,1,36.9,OBSTRN,49.1,49.1,636.8,50.4,454.4,0,0,SUPPRESS_CHARTED
1606,42.373724,-71.046556,2,0.000,2,142.4,PONTON,142.4,165.3,259.1,241.2,753.5,1,0,KEEP_INCOV_UNCHARTED
1607,42.373571,-71.044741,2,0.508,1,37.3,SLCONS,46.5,46.5,246.8,302.2,724.9,1,0,SUPPRESS_CHARTED
1608,42.373107,-71.046907,2,0.000,2,144.8,PONTON,144.8,149.1,205.7,310.4,722.5,1,0,KEEP_INCOV_UNCHARTED
1609,42.369127,-71.058386,2,0.507,1,54.5,PILPNT,54.5,85.9,1072.2,362.3,275.1,1,0,UNKNOWN_INCOV
1610,42.371951,-71.057862,2,0.507,1,9.6,BUISGL,9.6,29.5,998.4,290.5,247.8,1,0,SUPPRESS_CHARTED
1611,42.377455,-71.061484,2,0.507,1,137.8,LNDMRK,137.8,273.0,1239.9,923.2,906.2,0,0,UNKNOWN_OUTCOV
1612,42.375807,-71.045992,2,0.000,2,128.8,PONTON,128.8,176.4,482.2,55.3,524.5,0,0,UNKNOWN_OUTCOV
1613,42.374026,-71.049055,2,0.000,2,9.8,PONTON,9.8,19.8,393.9,286.2,643.2,1,0,SUPPRESS_CHARTED
1614,42.373321,-71.050324,2,0.000,2,4.8,SLCONS,4.8,4.8,429.8,415.4,512.7,1,0,SUPPRESS_CHARTED
1615,42.374314,-71.048228,2,0.000,2,6.4,PONTON,6.4,92.2,376.6,217.9,717.1,1,0,SUPPRESS_CHARTED
1616,42.377629,-71.047628,2,0.000,2,6.4,SLCONS,6.4,6.4,701.9,114.4,421.5,0,0,SUPPRESS_CHARTED
1617,42.374637,-71.045112,2,0.000,2,109.8,SLCONS,168.5,168.5,355.3,188.5,617.3,1,0,KEEP_INCOV_UNCHARTED
1618,42.376918,-71.052463,2,0.000,2,3.5,BUISGL,3.5,213.3,820.1,487.6,638.9,0,0,SUPPRESS_CHARTED
1619,42.375456,-71.052165,2,0.000,2,4.6,BUISGL,4.6,50.7,689.7,455.3,597.2,0,0,SUPPRESS_CHARTED
1620,42.376483,-71.051540,2,0.000,2,4.1,BUISGL,4.1,136.7,733.6,405.5,636.0,0,0,SUPPRESS_CHARTED
1621,42.373343,-71.050855,2,0.000,2,8.1,SLCONS,11.5,11.5,469.7,398.3,479.4,1,0,SUPPRESS_CHARTED
1622,42.356169,-71.083194,2,0.901,1,176.0,SLCONS,176.0,30.1,2925.9,248.1,2739.5,1,0,SUPPRESS_CHARTED
1623,42.359332,-71.087798,2,0.000,2,415.6,SLCONS,415.6,408.3,3287.8,106.5,2923.7,1,0,KEEP_INCOV_UNCHARTED
1624,42.360284,-71.086172,2,0.000,2,274.9,SLCONS,274.9,274.9,3157.5,230.8,2758.3,1,0,KEEP_INCOV_UNCHARTED
1625,42.361616,-71.086502,2,0.000,2,307.2,BUISGL,307.2,340.2,3194.8,363.2,2726.5,1,0,KEEP_INCOV_UNCHARTED
1626,42.357022,-71.085149,2,0.000,2,331.3,SLCONS,331.3,190.7,3077.5,113.8,2853.2,1,0,KEEP_INCOV_UNCHARTED
1627,42.361559,-71.083487,2,0.527,1,74.3,BUISGL,74.3,159.4,2947.6,426.5,2499.4,1,0,UNKNOWN_INCOV
1628,42.360986,-71.088268,2,0.000,2,446.9,BUISGL,446.9,455.3,3333.8,294.1,2887.1,1,0,KEEP_INCOV_UNCHARTED
1629,42.360734,-71.083926,2,0.000,2,92.2,BUISGL,92.2,107.6,2976.0,328.1,2569.6,1,0,UNKNOWN_INCOV
1630,42.356445,-71.082751,2,0.000,2,192.4,SLCONS,192.4,6.6,2886.5,200.5,2699.4,1,0,SUPPRESS_CHARTED
1631,42.361675,-71.085591,2,0.000,2,235.1,BUISGL,235.1,279.7,3120.9,391.6,2654.3,1,0,KEEP_INCOV_UNCHARTED
1632,42.354128,-71.084589,2,0.000,2,153.4,SLCONS,153.4,153.4,3071.3,417.6,2872.4,1,0,KEEP_INCOV_UNCHARTED
1633,42.361174,-71.086286,2,0.000,2,284.2,BUISGL,284.2,303.8,3173.0,319.8,2728.1,1,0,KEEP_INCOV_UNCHARTED
1634,42.361179,-71.086339,2,0.000,2,288.6,BUISGL,288.6,308.1,3177.3,319.2,2731.9,1,0,KEEP_INCOV_UNCHARTED
1635,42.359862,-71.085577,2,0.000,2,226.6,SLCONS,226.6,225.9,3106.8,199.8,2733.6,1,0,KEEP_INCOV_UNCHARTED
1636,42.364259,-71.034159,2,0.861,1,27.4,SLCONS,27.4,27.4,585.3,649.4,703.5,1,0,SUPPRESS_CHARTED
1637,42.359417,-71.030868,2,0.675,1,64.2,OBSTRN,168.6,242.2,170.9,345.7,283.3,1,0,UNKNOWN_INCOV
1638,42.353087,-71.042601,2,0.674,1,9.3,SLCONS,9.3,9.3,115.2,770.3,314.8,1,0,SUPPRESS_CHARTED
1639,42.358703,-71.030204,2,0.612,1,101.8,PILPNT,78.6,174.7,78.6,349.7,272.0,1,0,UNKNOWN_INCOV
1640,42.359437,-71.028128,2,0.623,1,3.6,SLCONS,3.6,21.3,144.8,538.8,96.0,1,0,SUPPRESS_CHARTED
1641,42.352274,-71.031185,2,0.850,1,232.2,SLCONS,232.2,232.2,353.7,619.3,269.0,1,0,KEEP_INCOV_UNCHARTED
1642,42.364390,-71.028948,2,0.695,1,27.2,BUISGL,27.2,42.0,442.7,883.1,478.8,1,0,SUPPRESS_CHARTED
1643,42.360091,-71.028955,2,0.519,1,90.4,SLCONS,45.4,108.2,45.4,516.0,113.0,1,0,UNKNOWN_INCOV
1644,42.358277,-71.025963,2,0.529,1,76.5,BUISGL,76.5,79.1,227.9,674.3,252.0,1,0,UNKNOWN_INCOV
1645,42.363542,-71.029628,2,0.861,1,15.4,SLCONS,55.6,15.4,348.6,773.6,407.4,1,0,SUPPRESS_CHARTED
1646,42.354870,-71.040233,2,0.539,1,151.6,SLCONS,112.6,151.6,112.6,497.5,304.9,1,0,KEEP_INCOV_UNCHARTED
1647,42.365243,-71.034077,2,0.509,1,109.5,BUISGL,109.5,132.9,665.4,747.7,773.6,1,0,KEEP_INCOV_UNCHARTED
1648,42.362155,-71.032285,2,0.747,1,14.9,SLCONS,14.9,14.9,312.9,536.3,442.8,1,0,SUPPRESS_CHARTED
1649,42.362932,-71.031380,2,0.882,1,4.6,SLCONS,4.6,4.6,328.2,649.3,434.9,1,0,SUPPRESS_CHARTED
1650,42.359162,-71.028967,2,0.519,1,37.3,PILPNT,37.3,86.7,98.5,463.3,162.0,1,0,SUPPRESS_CHARTED
1651,42.357578,-71.029803,2,0.809,1,142.7,SLCONS,90.6,142.7,90.6,352.3,343.9,1,1,KEEP_ANCHORAGE
1652,42.358295,-71.028411,2,0.851,1,21.0,SLCONS,21.0,21.0,80.3,476.4,222.6,1,0,SUPPRESS_CHARTED
1653,42.361211,-71.027349,2,0.550,1,45.8,SLCONS,45.8,45.8,182.2,696.1,113.7,1,0,SUPPRESS_CHARTED
1654,42.358717,-71.027449,2,0.768,1,26.9,LNDMRK,26.9,32.9,165.0,564.3,165.5,1,0,SUPPRESS_CHARTED
1655,42.363214,-71.042353,2,0.747,1,131.2,SLCONS,131.2,131.2,650.2,241.6,422.3,1,0,KEEP_INCOV_UNCHARTED
1656,42.362743,-71.042683,2,0.830,1,189.7,SLCONS,189.7,189.7,593.7,222.6,460.6,1,0,KEEP_INCOV_UNCHARTED
1657,42.359798,-71.025318,2,0.519,1,4.6,BUISGL,4.6,26.2,333.5,767.6,191.3,1,0,SUPPRESS_CHARTED
1658,42.357190,-71.030041,2,0.840,1,180.5,SLCONS,138.0,180.5,138.0,333.3,382.7,1,1,KEEP_ANCHORAGE
1659,42.355816,-71.027732,2,0.612,1,186.4,SLCONS,165.6,186.4,165.6,551.5,171.5,1,1,KEEP_ANCHORAGE
1660,42.355832,-71.028590,2,0.529,1,224.7,SLCONS,157.0,224.7,157.0,484.6,192.5,1,1,KEEP_ANCHORAGE
1661,42.355117,-71.045802,2,0.663,1,4.0,SLCONS,4.0,4.0,144.0,770.1,317.5,1,0,SUPPRESS_CHARTED
1662,42.363947,-71.033109,2,0.685,1,6.1,BUISGL,6.1,83.4,502.6,667.4,615.7,1,0,SUPPRESS_CHARTED
1663,42.354023,-71.045369,2,0.850,1,46.1,BUISGL,46.1,101.0,199.7,823.8,385.7,1,0,SUPPRESS_CHARTED
1664,42.355191,-71.042941,2,0.560,1,62.9,PONTON,62.9,79.6,109.8,593.4,460.6,1,0,UNKNOWN_INCOV
1665,42.361691,-71.031970,2,0.644,1,45.0,SLCONS,45.0,45.0,261.9,504.3,396.2,1,0,SUPPRESS_CHARTED
1666,42.351769,-71.032627,2,0.746,1,121.7,SLCONS,121.7,121.7,268.0,639.1,204.0,1,0,KEEP_INCOV_UNCHARTED
1667,42.352471,-71.032208,2,0.591,1,207.0,SLCONS,207.0,207.0,266.9,570.9,183.2,1,0,KEEP_INCOV_UNCHARTED
1668,42.360053,-71.039603,2,0.570,1,294.6,OBSTRN,333.5,333.5,617.7,134.1,835.3,1,0,KEEP_INCOV_UNCHARTED
1669,42.358714,-71.025673,2,0.643,1,82.3,BUISGL,82.3,55.3,274.8,706.2,227.9,1,0,UNKNOWN_INCOV
1670,42.354471,-71.045657,2,0.788,1,73.8,SLCONS,73.8,73.8,174.1,806.6,345.3,1,0,UNKNOWN_INCOV
1671,42.362796,-71.032022,2,0.820,1,5.0,SLCONS,5.0,5.0,347.1,608.0,464.7,1,0,SUPPRESS_CHARTED
1672,42.355528,-71.046020,2,0.746,1,38.8,PILPNT,38.8,44.7,152.4,758.2,297.2,1,0,SUPPRESS_CHARTED
1673,42.363134,-71.028918,2,0.664,1,6.5,SLCONS,30.6,30.6,303.7,764.8,343.8,1,0,SUPPRESS_CHARTED
1674,42.354927,-71.045720,2,0.601,1,23.5,SLCONS,23.5,23.5,147.0,777.7,327.4,1,0,SUPPRESS_CHARTED
1675,42.361244,-71.045715,2,0.591,1,140.1,PONTON,140.1,177.6,305.5,172.8,329.8,1,0,KEEP_INCOV_UNCHARTED
1676,42.356293,-71.027182,2,0.529,1,117.4,SLCONS,117.4,117.4,141.9,580.8,226.1,1,1,KEEP_ANCHORAGE
1677,42.352455,-71.030613,2,0.632,1,269.7,SLCONS,269.7,269.7,395.1,620.9,307.4,1,0,KEEP_INCOV_UNCHARTED
1678,42.364793,-71.029641,2,0.550,1,22.1,BUISGL,22.1,113.7,487.5,897.5,537.6,1,0,SUPPRESS_CHARTED
1679,42.361668,-71.033091,2,0.737,1,40.1,SLCONS,40.1,40.1,342.0,454.9,480.6,1,0,SUPPRESS_CHARTED
1680,42.359627,-71.030472,2,0.540,1,82.3,OBSTRN,131.0,212.8,131.0,385.7,245.5,1,0,UNKNOWN_INCOV
1681,42.358280,-71.031051,2,0.560,1,172.7,OBSTRN,136.8,232.5,136.8,267.3,355.9,1,1,KEEP_ANCHORAGE
1682,42.356695,-71.028246,2,0.539,1,129.4,SLCONS,60.4,129.4,60.4,486.4,274.6,1,1,KEEP_ANCHORAGE
1683,42.365170,-71.038735,2,0.560,1,11.0,SLCONS,11.0,11.0,906.4,574.7,504.1,1,0,SUPPRESS_CHARTED
1684,42.365888,-71.039301,2,0.570,1,69.1,SLCONS,69.1,69.1,815.3,566.5,438.1,1,0,UNKNOWN_INCOV
1685,42.352656,-71.031148,2,0.622,1,271.5,SLCONS,271.5,271.5,348.0,581.6,259.3,1,0,KEEP_INCOV_UNCHARTED
1686,42.360544,-71.031642,2,0.571,1,83.7,OBSTRN,115.3,115.3,193.9,401.8,335.3,1,0,UNKNOWN_INCOV
1687,42.359649,-71.031052,2,0.540,1,36.6,OBSTRN,168.1,224.0,168.1,352.0,291.2,1,0,UNKNOWN_INCOV
1688,42.359997,-71.030087,2,0.685,1,83.3,SLCONS,80.5,193.5,80.5,436.4,206.6,1,0,UNKNOWN_INCOV
1689,42.356618,-71.026851,2,0.643,1,72.3,SLCONS,72.3,72.3,140.9,601.0,266.5,1,1,UNKNOWN_INCOV
1690,42.356664,-71.027689,2,0.602,1,106.7,SLCONS,83.4,106.7,83.4,532.2,265.4,1,1,KEEP_ANCHORAGE
1691,42.356505,-71.029955,2,0.674,1,226.3,SLCONS,154.7,226.3,154.7,354.2,316.4,1,1,KEEP_ANCHORAGE
1692,42.364595,-71.033448,2,0.685,1,23.4,BUISGL,23.4,93.4,576.8,712.6,685.9,1,0,SUPPRESS_CHARTED
1693,42.359980,-71.031414,2,0.581,1,19.6,OBSTRN,169.5,176.9,181.2,360.0,315.4,1,0,UNKNOWN_INCOV
1694,42.361264,-71.029547,2,0.664,1,38.2,SLCONS,87.0,201.6,96.5,567.8,199.6,1,0,UNKNOWN_INCOV
1695,42.357784,-71.047217,2,0.591,1,87.9,OBSTRN,122.5,154.8,138.8,574.8,302.4,1,1,KEEP_ANCHORAGE
1696,42.361500,-71.030200,2,0.623,1,4.8,SLCONS,35.0,144.7,141.8,555.3,258.6,1,0,SUPPRESS_CHARTED
1697,42.361460,-71.029618,2,0.612,1,30.4,SLCONS,80.7,183.3,119.1,580.7,217.7,1,0,UNKNOWN_INCOV
1698,42.363448,-71.043336,2,0.570,1,161.0,SLCONS,161.0,161.0,618.5,160.6,369.7,1,0,KEEP_INCOV_UNCHARTED
1699,42.362147,-71.037979,2,0.571,1,55.1,OBSTRN,89.4,89.4,739.4,318.1,735.5,1,0,UNKNOWN_INCOV
1700,42.362123,-71.030133,2,0.550,1,3.9,SLCONS,90.9,103.3,202.0,616.1,298.8,1,0,UNKNOWN_INCOV
1701,42.364782,-71.041080,2,0.560,1,32.0,SLCONS,32.0,32.0,836.5,380.1,351.8,1,0,SUPPRESS_CHARTED
1702,42.358285,-71.029068,2,0.560,1,60.8,PILPNT,26.8,71.3,26.8,423.5,245.5,1,0,SUPPRESS_CHARTED
1703,42.357909,-71.082328,2,0.614,1,230.2,PONTON,230.2,41.1,2840.6,118.9,2604.3,1,0,UNKNOWN_INCOV
1704,42.359038,-71.084002,2,0.000,2,146.3,SLCONS,146.3,96.5,2975.7,172.1,2659.6,1,0,UNKNOWN_INCOV
1705,42.358762,-71.090691,2,0.692,1,661.1,SLCONS,661.1,646.0,3525.3,261.9,3166.3,1,0,KEEP_INCOV_UNCHARTED
1706,42.357298,-71.084337,2,0.581,1,326.0,SLCONS,326.0,124.0,3009.0,136.3,2780.3,1,0,KEEP_INCOV_UNCHARTED
1707,42.359887,-71.091878,2,0.550,1,743.7,SLCONS,743.7,667.3,3624.3,397.5,3207.8,1,0,KEEP_INCOV_UNCHARTED
1708,42.362462,-71.080194,2,0.592,1,22.0,BUISGL,22.0,116.7,2691.2,407.6,2211.1,1,0,SUPPRESS_CHARTED
1709,42.356448,-71.074801,2,0.675,1,23.6,BRIDGE,23.6,79.4,2237.3,438.5,2052.8,1,0,SUPPRESS_CHARTED
1710,42.354738,-71.079122,2,0.905,1,71.5,BUISGL,71.5,89.4,2617.2,355.5,2420.5,1,0,UNKNOWN_INCOV
1711,42.355557,-71.076440,2,0.553,1,79.3,SLCONS,79.3,79.3,2384.6,403.9,2198.3,1,0,UNKNOWN_INCOV
1712,42.357106,-71.075121,2,0.668,1,8.5,SLCONS,8.5,8.5,2255.5,380.1,2068.3,1,0,SUPPRESS_CHARTED
1713,42.356125,-71.076369,2,0.637,1,22.6,SLCONS,22.6,22.6,2369.7,360.5,2185.9,1,0,SUPPRESS_CHARTED
1714,42.378091,-71.047483,2,0.718,1,28.3,SLCONS,28.3,28.3,749.6,112.2,370.4,0,0,SUPPRESS_CHARTED
1715,42.377872,-71.041385,2,0.909,1,14.8,BUISGL,14.8,46.4,713.0,382.9,265.1,0,0,SUPPRESS_CHARTED
1716,42.378205,-71.050258,2,0.542,1,16.1,BUISGL,16.1,83.8,835.8,337.4,417.7,0,0,SUPPRESS_CHARTED
1717,42.377786,-71.048740,2,0.781,1,2.8,SLCONS,2.8,2.8,744.2,207.1,414.2,0,0,SUPPRESS_CHARTED
1718,42.374006,-71.044497,2,0.627,1,45.8,SLCONS,90.6,95.9,299.0,274.6,673.6,1,0,UNKNOWN_INCOV
1719,42.374034,-71.044235,2,0.627,1,31.1,SLCONS,85.6,104.6,309.9,286.7,666.7,1,0,UNKNOWN_INCOV
1720,42.375157,-71.050145,2,0.501,1,2.0,PONTON,2.0,8.2,547.1,298.1,662.0,0,0,SUPPRESS_CHARTED
1721,42.377701,-71.040902,2,0.721,1,7.7,BUISGL,7.7,60.9,736.5,424.9,302.1,0,0,SUPPRESS_CHARTED
1722,42.378549,-71.051721,2,0.688,1,8.2,BUISGL,8.2,119.0,893.3,462.9,463.5,0,0,SUPPRESS_CHARTED
1723,42.375766,-71.042328,2,0.774,1,3.7,SLCONS,3.7,3.7,552.9,353.7,468.7,0,0,SUPPRESS_CHARTED
1724,42.379006,-71.043039,2,0.638,1,19.4,SLCONS,19.4,19.4,588.5,243.7,105.8,0,0,SUPPRESS_CHARTED
1725,42.380728,-71.048087,2,0.636,1,46.5,BUISGL,46.5,51.4,625.4,296.0,85.6,0,0,SUPPRESS_CHARTED
1726,42.379117,-71.043077,2,0.544,1,9.5,SLCONS,9.5,9.5,576.6,243.3,93.8,0,0,SUPPRESS_CHARTED
1727,42.377873,-71.042002,2,0.575,1,16.1,SLCONS,16.1,16.1,710.1,332.7,244.4,0,0,SUPPRESS_CHARTED
